ret_1s_bps,symbol,day
-0.7254759377195441,btcusdt,2025-12-15
1.6891212091829644,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.7254060431982623,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.1335291693892469,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.6097938953663071,btcusdt,2025-12-15
1.1451785996730024,btcusdt,2025-12-15
-1.043013538202242,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.7596651804053778,btcusdt,2025-12-15
-0.38547245034048494,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8730153781089101,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.39685981834014505,btcusdt,2025-12-15
-0.3968755687366876,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.6761814745857038,btcusdt,2025-12-15
0.4421320058800582,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.2469838577944259,btcusdt,2025-12-15
0.566740172867064,btcusdt,2025-12-15
1.722792487943714,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.997234374442435,btcusdt,2025-12-15
1.609013193342168,btcusdt,2025-12-15
-1.0876085696764903,btcusdt,2025-12-15
1.019743942296536,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.21525732597282854,btcusdt,2025-12-15
-0.21525269250033396,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.011329332945120285,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8836889709384899,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.110374009090087,btcusdt,2025-12-15
-0.7024035228953007,btcusdt,2025-12-15
-1.0423494102507203,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.41924944151894294,btcusdt,2025-12-15
-1.4276544600311247,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.5212816048227875,btcusdt,2025-12-15
-0.1699919933773053,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.4873186650411476,btcusdt,2025-12-15
1.2352359555656278,btcusdt,2025-12-15
0.8045038619020062,btcusdt,2025-12-15
-1.812820607238752,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.41929077531976944,btcusdt,2025-12-15
-0.5892982308020045,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.192666544646114,btcusdt,2025-12-15
-0.3060057019055318,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.394068634645862,btcusdt,2025-12-15
-1.3938743189989555,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.745419266141468,btcusdt,2025-12-15
-0.7708391547756044,btcusdt,2025-12-15
-0.34010231411252256,btcusdt,2025-12-15
-1.0090045150112914,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.6689581317242954,btcusdt,2025-12-15
-0.8729886539815546,btcusdt,2025-12-15
0.12472355307879823,btcusdt,2025-12-15
0.7596703484225031,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.02267500426533786,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.37413672203001624,btcusdt,2025-12-15
0.7595825017125968,btcusdt,2025-12-15
2.800039223220807,btcusdt,2025-12-15
-0.11333017897685593,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.4193264144469744,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.7225660113928676,btcusdt,2025-12-15
-0.7027466626619017,btcusdt,2025-12-15
-1.110871178050532,btcusdt,2025-12-15
0.7142108112256906,btcusdt,2025-12-15
0.06801521953869738,btcusdt,2025-12-15
-0.5441180554799363,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.8705075934111193,btcusdt,2025-12-15
-0.31736010794758407,btcusdt,2025-12-15
-0.18135438857869168,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.4962008400254412,btcusdt,2025-12-15
-0.4986590039390837,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.49868387125950875,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8839864160736788,btcusdt,2025-12-15
0.7027179885032986,btcusdt,2025-12-15
-0.4646679522490871,btcusdt,2025-12-15
-0.7593707196851263,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.07934326446523698,btcusdt,2025-12-15
1.7568726307004567,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.31731479157359743,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.504440849584455,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.33988422410313746,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.2945563160516862,btcusdt,2025-12-15
-0.6344103014632729,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.22658948273579504,btcusdt,2025-12-15
0.4531892342640731,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-2.3338187903010343,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.4532744831964308,btcusdt,2025-12-15
0.5892301198562322,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.3370203368734401,btcusdt,2025-12-15
-1.042283280132672,btcusdt,2025-12-15
-1.608909278477677,btcusdt,2025-12-15
-0.3626294487990567,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.1191926895802737,btcusdt,2025-12-15
0.4532072057683578,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-2.4698673352685496,btcusdt,2025-12-15
-0.6799479386532248,btcusdt,2025-12-15
0.3513303236024612,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.7139687995638688,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.11332029016819511,btcusdt,2025-12-15
-0.44195413989145393,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.15865721598617988,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.827297180447939,btcusdt,2025-12-15
-1.4504832772310738,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.40800760254033897,btcusdt,2025-12-15
0.8047144935297013,btcusdt,2025-12-15
1.3146390154261667,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.011331605264119915,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.35128016122487615,btcusdt,2025-12-15
-0.2493043558571273,btcusdt,2025-12-15
0.6119441295004968,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8498703947645847,btcusdt,2025-12-15
-0.24931650446924358,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-2.1645745279452733,btcusdt,2025-12-15
-1.4735895905626517,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.5215008567915902,btcusdt,2025-12-15
-0.5214736618963656,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.0656756638782738,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.3038910944807025,btcusdt,2025-12-15
-0.2381329019729428,btcusdt,2025-12-15
0.5556566699516097,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.9865192708602422,btcusdt,2025-12-15
-1.5419929465165794,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.4288314370136668,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.1905227585429223,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.0205695798815029,btcusdt,2025-12-15
-0.8957418812061135,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.734946644719182,btcusdt,2025-12-15
1.0093924534859688,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.4082523680071226,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.55356364252901,btcusdt,2025-12-15
1.0090926046535387,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.12470672662523441,btcusdt,2025-12-15
-1.2243780471288268,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.0884693116852695,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.5555124120171229,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.8024809620031945,btcusdt,2025-12-15
-0.8500736447136781,btcusdt,2025-12-15
-0.3740642018845719,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.7481563896249988,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8615778778553462,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.20407550113121786,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.7256165898628097,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.3287711610999722,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.3400969162847822,btcusdt,2025-12-15
-0.3287491717496316,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.836521265952129,btcusdt,2025-12-15
0.39670642987488236,btcusdt,2025-12-15
-0.9973937421481338,btcusdt,2025-12-15
-0.736784773265331,btcusdt,2025-12-15
3.3781237016761168,btcusdt,2025-12-15
-0.9292369095159625,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.19266457946698345,btcusdt,2025-12-15
-0.124667718032212,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.4873435188135211,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.813459610571222,btcusdt,2025-12-15
-0.34008535008678287,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.7142035241958222,btcusdt,2025-12-15
-0.3061090870759564,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.0430703001029773,btcusdt,2025-12-15
-1.349329502294827,btcusdt,2025-12-15
-0.1360852029452797,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.4649641042042685,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.0433826010280978,btcusdt,2025-12-15
-0.022684597328348488,btcusdt,2025-12-15
-1.6446370371125951,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.032321299228034,btcusdt,2025-12-15
-1.452206247323229,btcusdt,2025-12-15
-0.03404102738135961,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.6694758174552451,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.6695206402418385,btcusdt,2025-12-15
0.12481752528881174,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
